Año,Trimestre,Provincia,Accesos por cada 100 hab
2016,3,San Luis,2.74724252738872
2016,3,Santa Cruz,7.93248460752977
2016,3,Santa Fe,16.5293619323644
2016,3,Santiago Del Estero,3.79448087117706
2016,3,Tierra Del Fuego,20.3071031925247
2016,3,Tucumán,9.35861636036972
2016,2,Buenos Aires,18.0986845682896
2016,2,Capital Federal,45.5937571210413
2016,2,Catamarca,6.6329805701326
2016,2,Chaco,7.64289673329407
2016,2,Chubut,11.0748247879331
2016,2,Córdoba,17.6203480143202
2016,2,Corrientes,8.05303989383131
2016,2,Entre Ríos,13.3773061346933
2016,2,Formosa,4.93043941201745
2016,2,Jujuy,5.59776138470153
2016,2,La Pampa,19.9138554042725
2016,2,La Rioja,4.49348905893409
2016,2,Mendoza,8.96594364845842
2016,2,Misiones,7.96497621687945
2016,2,Neuquén,17.5941757650438
2016,2,Río Negro,14.2242913561553
2016,2,Salta,7.77081242802712
2016,2,San Juan,6.96499758294645
2016,2,San Luis,2.74873045396768
2016,2,Santa Cruz,7.95535776752335
2016,2,Santa Fe,16.48911930902
2016,2,Santiago Del Estero,3.94345309540957
2016,2,Tierra Del Fuego,20.0813268442623
2016,2,Tucumán,9.22451233434258
2016,1,Buenos Aires,17.5350792164395
2016,1,Capital Federal,43.7577841271835
2016,1,Catamarca,6.60687952691047
2016,1,Chaco,7.52473407557994
2016,1,Chubut,11.1159314993789
2016,1,Córdoba,16.9726662396085
2016,1,Corrientes,7.94060144931573
2016,1,Entre Ríos,13.1425400956748
2016,1,Formosa,4.85805369012364
2016,1,Jujuy,5.49180026198814
2016,1,La Pampa,19.1017714242668
2016,1,La Rioja,4.49695820154003
2016,1,Mendoza,8.99056782533634
2016,1,Misiones,7.75121532265461
2016,1,Neuquén,16.6592100932178
2016,1,Río Negro,14.1492946047505
2016,1,Salta,7.61131509310719
2016,1,San Juan,6.98238758065924
2016,1,San Luis,2.75295018391838
2016,1,Santa Cruz,8.05141980281112
2016,1,Santa Fe,16.1578043492324
2016,1,Santiago Del Estero,4.03285507054127
2016,1,Tierra Del Fuego,19.6541853628346
2016,1,Tucumán,9.12710614274777
2015,4,Buenos Aires,17.6833488562859
2015,4,Capital Federal,44.8329837809894
2015,4,Catamarca,6.64339437499843
2015,4,Chaco,7.53670916277073
2015,4,Chubut,11.2055521034806
2015,4,Córdoba,17.4691679941471
2015,4,Corrientes,7.95036315669479
2015,4,Entre Ríos,13.1239623080906
2015,4,Formosa,4.83056312716579
2015,4,Jujuy,5.45834125160131
2015,4,La Pampa,19.2721612721497
2015,4,La Rioja,4.5777751342349
2015,4,Mendoza,9.01590756856533
2015,4,Misiones,7.76631710307749
2015,4,Neuquén,17.2263045298112
2015,4,Río Negro,14.1850246582903
2015,4,Salta,7.59985056808734
2015,4,San Juan,7.00715004316423
2015,4,San Luis,2.75929157725098
2015,4,Santa Cruz,8.143243109871939
2015,4,Santa Fe,16.4749431693188
2015,4,Santiago Del Estero,4.19782273142194
2015,4,Tierra Del Fuego,19.4419202409388
2015,4,Tucumán,9.12260741910043
2015,3,Buenos Aires,17.5478839831824
2015,3,Capital Federal,44.9110922281475
2015,3,Catamarca,6.56384739614516
2015,3,Chaco,7.4540202988244
2015,3,Chubut,11.2335781697583
2015,3,Córdoba,17.4307349890253
2015,3,Corrientes,7.92519113592012
2015,3,Entre Ríos,13.027710914374
2015,3,Formosa,4.78363992388097
2015,3,Jujuy,5.42345455542757
2015,3,La Pampa,19.055588379965
2015,3,La Rioja,4.55007908580606
2015,3,Mendoza,9.04240199075449
2015,3,Misiones,7.68704138427488
2015,3,Neuquén,16.1952130313712
2015,3,Río Negro,14.2198456021744
2015,3,Salta,7.52537878306051
2015,3,San Juan,7.02746288735124
2015,3,San Luis,2.76881185526522
2015,3,Santa Cruz,8.15935448203892
2015,3,Santa Fe,16.3639671637834
2015,3,Santiago Del Estero,4.2373027191788
2015,3,Tierra Del Fuego,22.0480211219742
2015,3,Tucumán,9.04046893117945
2015,2,Buenos Aires,17.325662544573
2015,2,Capital Federal,44.0848542837935
2015,2,Catamarca,6.47514486431421
2015,2,Chaco,7.34122953862533
2015,2,Chubut,11.2156780993502
2015,2,Córdoba,17.1065201027829
2015,2,Corrientes,7.79082336835569
2015,2,Entre Ríos,12.8371812612236
2015,2,Formosa,4.67347848472179
2015,2,Jujuy,5.18839248135606
2015,2,La Pampa,18.6853290469759
2015,2,La Rioja,4.49467875121494
2015,2,Mendoza,9.0682944930269
2015,2,Misiones,7.4498150149301
2015,2,Neuquén,15.8141751619626
2015,2,Río Negro,14.1434385659295
2015,2,Salta,7.3784438043808
2015,2,San Juan,7.04209707875153
2015,2,San Luis,2.77861844594083
2015,2,Santa Cruz,8.05806385021754
2015,2,Santa Fe,16.0930258586793
2015,2,Santiago Del Estero,4.24666870850714
2015,2,Tierra Del Fuego,22.0959537800472
2015,2,Tucumán,8.84118769070267
2015,1,Buenos Aires,17.241393436944
2015,1,Capital Federal,43.658724990074
2015,1,Catamarca,6.40301699079434
2015,1,Chaco,7.14308917535775
2015,1,Chubut,11.5857987745568
2015,1,Córdoba,16.7936219024859
2015,1,Corrientes,7.64256876399628
2015,1,Entre Ríos,12.6093360869829
2015,1,Formosa,4.62384901660949
2015,1,Jujuy,5.05087991347104
2015,1,La Pampa,18.332348933632
2015,1,La Rioja,4.46232446314409
2015,1,Mendoza,9.05923641753412
2015,1,Misiones,7.18848302796675
2015,1,Neuquén,15.5262500689212
2015,1,Río Negro,13.9938752623861
2015,1,Salta,7.29464296478474
2015,1,San Juan,7.03958245314213
2015,1,San Luis,2.79040145762204
2015,1,Santa Cruz,8.39189695742154
2015,1,Santa Fe,15.8327732920364
2015,1,Santiago Del Estero,4.24446895477843
2015,1,Tierra Del Fuego,22.1671547645866
2015,1,Tucumán,8.71860866450986
2014,4,Buenos Aires,17.0147634301905
2014,4,Capital Federal,43.6046206766365
2014,4,Catamarca,6.45925498005949
2014,4,Chaco,5.81368220415458
2014,4,Chubut,12.2235557846192
2014,4,Córdoba,16.6557073313017
2014,4,Corrientes,6.17465506597043
2014,4,Entre Ríos,10.7183280951834
2014,4,Formosa,4.5491629692892
2014,4,Jujuy,4.98200351211736
2014,4,La Pampa,16.8165246239874
2014,4,La Rioja,4.49690190272523
2014,4,Mendoza,9.05637770520934
2014,4,Misiones,6.54066222204155
2014,4,Neuquén,15.5286641207705
2014,4,Río Negro,13.8895301858479
2014,4,Salta,7.10378588301479
2014,4,San Juan,7.10096175461973
2014,4,San Luis,2.7819569555272
2014,4,Santa Cruz,8.15757414246012
2014,4,Santa Fe,15.6575328569008
2014,4,Santiago Del Estero,4.26296198713424
2014,4,Tierra Del Fuego,19.3418822807275
2014,4,Tucumán,8.69321535229523
2014,3,Buenos Aires,17.262998432341
2014,3,Capital Federal,43.2063995929272
2014,3,Catamarca,6.26989025279194
2014,3,Chaco,5.62775722230021
2014,3,Chubut,12.3882340714514
2014,3,Córdoba,16.5601374978714
2014,3,Corrientes,5.98628267191169
2014,3,Entre Ríos,10.4338264358501
2014,3,Formosa,4.51292526712683
2014,3,Jujuy,4.68339443034039
2014,3,La Pampa,18.3375340019153
2014,3,La Rioja,4.37903587474791
2014,3,Mendoza,8.99223693701461
2014,3,Misiones,6.39977366685188
2014,3,Neuquén,16.7266886493093
2014,3,Río Negro,14.1599328062096
2014,3,Salta,7.05354927369401
2014,3,San Juan,7.07524804156139
2014,3,San Luis,2.77005134128578
2014,3,Santa Cruz,8.34323913237982
2014,3,Santa Fe,15.4379886546179
2014,3,Santiago Del Estero,4.08216959029359
2014,3,Tierra Del Fuego,19.3443922627806
2014,3,Tucumán,8.38167843005843
2014,2,Buenos Aires,16.7949254349917
2014,2,Capital Federal,42.9747769614274
2014,2,Catamarca,6.28435543538314
2014,2,Chaco,5.60212756727661
2014,2,Chubut,12.6962893613957
2014,2,Córdoba,16.3654084204053
2014,2,Corrientes,5.94526705446853
2014,2,Entre Ríos,10.3720720658694
2014,2,Formosa,4.46486967289597
2014,2,Jujuy,4.78409543407859
2014,2,La Pampa,16.3790489033622
2014,2,La Rioja,4.39338341878784
2014,2,Mendoza,8.95860097015214
2014,2,Misiones,6.36580742599405
2014,2,Neuquén,15.1375680294983
2014,2,Río Negro,13.9465694232689
2014,2,Salta,7.00401550152647
2014,2,San Juan,7.07777106262497
2014,2,San Luis,2.78151226486048
2014,2,Santa Cruz,8.7446731811569
2014,2,Santa Fe,15.2169574282303
2014,2,Santiago Del Estero,4.14368314793901
2014,2,Tierra Del Fuego,19.0863143365562
2014,2,Tucumán,8.40948858817327
2014,1,Buenos Aires,16.692346018019
2014,1,Capital Federal,42.6550716305864
2014,1,Catamarca,6.1846145207766
2014,1,Chaco,5.55367146370263
2014,1,Chubut,12.7035901332393
2014,1,Córdoba,16.1251831437494
2014,1,Corrientes,5.89170828868197
2014,1,Entre Ríos,10.3022471048393
2014,1,Formosa,4.44446775479377
2014,1,Jujuy,4.72430277882911
2014,1,La Pampa,15.9940619540067
2014,1,La Rioja,4.35317490004406
2014,1,Mendoza,8.93331832282328
2014,1,Misiones,6.32316098194971
2014,1,Neuquén,14.8822657665075
2014,1,Río Negro,13.867842232252
