Partido;Localidad;link Indec;Velocidad (Mbps);Provincia;Accesos
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;0,256;1 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;0,512;1 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;0,75;2 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;2;30 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;5;23 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;25;5.918 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;50;1.127 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;100;680 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;200;26 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;300;20 
BUENOS AIRES;Exaltación de la Cruz;Los Cardales;6266040;500;1 
BUENOS AIRES;Exaltación de la Cruz;Parada Orlando;6266050;8;5 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;0;5 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;3;25 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;8;1.058 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;10;98 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;12;64 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;15;86 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;20;423 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;25;291 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;50;992 
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón;6266060;100;123 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;0;1 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;0,5;2 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;0,512;1 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;0,75;8 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;1;2 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;3;11 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;3,5;20 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;6;26 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;8;32 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;10;78 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;15;33 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;30;1 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;100;1 
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza;6270010;999;3 
BUENOS AIRES;Ezeiza;Canning;6270010;0;1 
BUENOS AIRES;Ezeiza;Canning;6270010;0,512;4 
BUENOS AIRES;Ezeiza;Canning;6270010;0,75;10 
BUENOS AIRES;Ezeiza;Canning;6270010;1;58 
BUENOS AIRES;Ezeiza;Canning;6270010;3;15 
BUENOS AIRES;Ezeiza;Canning;6270010;3,5;37 
BUENOS AIRES;Ezeiza;Canning;6270010;5;4 
BUENOS AIRES;Ezeiza;Canning;6270010;6;1 
BUENOS AIRES;Ezeiza;Canning;6270010;8;48 
BUENOS AIRES;Ezeiza;Canning;6270010;10;21 
BUENOS AIRES;Ezeiza;Canning;6270010;12;1 
BUENOS AIRES;Ezeiza;Canning;6270010;15;102 
BUENOS AIRES;Ezeiza;Canning;6270010;20;5 
BUENOS AIRES;Ezeiza;Canning;6270010;25;50 
BUENOS AIRES;Ezeiza;Canning;6270010;30;973 
BUENOS AIRES;Ezeiza;Canning;6270010;50;107 
BUENOS AIRES;Ezeiza;Canning;6270010;60;23 
BUENOS AIRES;Ezeiza;Canning;6270010;75;6 
BUENOS AIRES;Ezeiza;Canning;6270010;100;130 
BUENOS AIRES;Ezeiza;Canning;6270010;150;484 
BUENOS AIRES;Ezeiza;Canning;6270010;200;1 
BUENOS AIRES;Ezeiza;Canning;6270010;300;808 
BUENOS AIRES;Ezeiza;Canning;6270010;500;136 
BUENOS AIRES;Ezeiza;Canning;6270010;1000;209 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;0;14 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;0,256;1 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;0,75;4 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;3,5;20 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;5;6 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;8;54 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;10;85 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;15;263 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;30;11 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;50;23 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;60;43 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;75;2 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;100;32 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;150;1.423 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;200;1 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;300;1.838 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;500;344 
BUENOS AIRES;Ezeiza;Carlos Spegazzini;6270010;1000;311 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;0;10 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;0,5;4 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;0,512;3 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;0,75;13 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;1;7 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;3,5;237 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;5;39 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;6;1 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;8;176 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;10;303 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;12;1 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;15;121 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;20;3 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;25;6 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;30;4.992 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;50;328 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;60;101 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;75;16 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;100;2.088 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;105;10 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;150;2.829 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;200;335 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;205;3 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;300;5.938 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;500;734 
BUENOS AIRES;Ezeiza;José Maria Ezeiza;6270010;1000;882 
BUENOS AIRES;Ezeiza;La Unión;6270010;0,5;3 
BUENOS AIRES;Ezeiza;La Unión;6270010;3,5;4 
BUENOS AIRES;Ezeiza;La Unión;6270010;5;4 
BUENOS AIRES;Ezeiza;La Unión;6270010;8;15 
BUENOS AIRES;Ezeiza;La Unión;6270010;10;125 
BUENOS AIRES;Ezeiza;La Unión;6270010;15;87 
BUENOS AIRES;Ezeiza;La Unión;6270010;30;3 
BUENOS AIRES;Ezeiza;La Unión;6270010;50;43 
BUENOS AIRES;Ezeiza;La Unión;6270010;60;85 
BUENOS AIRES;Ezeiza;La Unión;6270010;75;8 
BUENOS AIRES;Ezeiza;La Unión;6270010;100;231 
BUENOS AIRES;Ezeiza;La Unión;6270010;150;2.363 
BUENOS AIRES;Ezeiza;La Unión;6270010;300;3.903 
BUENOS AIRES;Ezeiza;La Unión;6270010;500;606 
BUENOS AIRES;Ezeiza;La Unión;6270010;1000;587 
BUENOS AIRES;Ezeiza;OTROS;Sin Datos;0,5;2 
BUENOS AIRES;Ezeiza;OTROS;Sin Datos;0,75;1 
BUENOS AIRES;Ezeiza;OTROS;Sin Datos;3,5;1 
BUENOS AIRES;Ezeiza;OTROS;Sin Datos;30;5 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;0,512;1 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;0,75;6 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;1;2 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;3,5;207 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;5;4 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;8;131 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;10;172 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;15;232 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;20;1 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;30;4 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;50;164 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;60;93 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;75;4 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;100;909 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;150;2.515 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;200;36 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;300;4.178 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;500;673 
BUENOS AIRES;Ezeiza;Tristán Suarez;6270010;1000;587 
BUENOS AIRES;Florencio Varela;Bosques;6274010;0,75;2 
BUENOS AIRES;Florencio Varela;Bosques;6274010;1;228 
BUENOS AIRES;Florencio Varela;Bosques;6274010;2;38 
BUENOS AIRES;Florencio Varela;Bosques;6274010;3;2 
BUENOS AIRES;Florencio Varela;Bosques;6274010;3,5;13 
BUENOS AIRES;Florencio Varela;Bosques;6274010;5;2 
BUENOS AIRES;Florencio Varela;Bosques;6274010;6;11 
BUENOS AIRES;Florencio Varela;Bosques;6274010;8;13 
BUENOS AIRES;Florencio Varela;Bosques;6274010;10;141 
BUENOS AIRES;Florencio Varela;Bosques;6274010;15;8 
BUENOS AIRES;Florencio Varela;Bosques;6274010;30;2.654 
BUENOS AIRES;Florencio Varela;Bosques;6274010;50;1.541 
BUENOS AIRES;Florencio Varela;Bosques;6274010;60;81 
BUENOS AIRES;Florencio Varela;Bosques;6274010;75;2 
BUENOS AIRES;Florencio Varela;Bosques;6274010;100;1.448 
BUENOS AIRES;Florencio Varela;Bosques;6274010;150;2.171 
BUENOS AIRES;Florencio Varela;Bosques;6274010;300;3.670 
BUENOS AIRES;Florencio Varela;Bosques;6274010;500;479 
BUENOS AIRES;Florencio Varela;Bosques;6274010;600;212 
BUENOS AIRES;Florencio Varela;Bosques;6274010;1000;511 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;0;1 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;3,5;4 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;5;1 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;10;39 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;15;2 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;20;1 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;25;1 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;30;2.266 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;50;1.096 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;60;30 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;75;1 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;100;828 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;150;651 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;300;1.183 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;500;149 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;600;55 
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos;6274010;1000;170 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;0;6 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;0,5;134 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;0,512;1 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;0,75;58 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;1;611 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;2;131 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;3;85 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;3,5;92 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;4;145 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;5;7 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;6;69 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;8;98 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;10;314 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;15;290 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;20;2 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;30;18.272 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;50;4.227 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;60;164 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;75;18 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;100;3.625 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;150;4.385 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;300;8.965 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;500;911 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;600;393 
BUENOS AIRES;Florencio Varela;Florencio Varela;6274010;1000;1.139 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;0,75;3 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;3,5;8 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;5;1 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;8;2 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;10;90 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;30;2 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;50;1.088 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;60;76 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;75;2 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;100;1.238 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;150;1.955 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;300;3.853 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;500;456 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;600;246 
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa;6274010;1000;439 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;1;920 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;5;9 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;10;65 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;20;3 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;30;908 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;50;326 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;60;57 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;75;8 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;100;271 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;150;2.016 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;300;2.238 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;500;549 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;600;33 
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan;6274010;1000;406 
BUENOS AIRES;Florencio Varela;La Capilla;6274010;30;2 
BUENOS AIRES;Florencio Varela;la rotonda;6274010;1;72 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;50;99 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;60;27 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;100;156 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;150;188 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;300;208 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;500;30 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;600;12 
BUENOS AIRES;Florencio Varela;Villa Brown;6274010;1000;80 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;10;2 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;50;108 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;60;63 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;100;119 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;150;322 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;300;352 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;500;34 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;600;22 
BUENOS AIRES;Florencio Varela;Villa San Luis;6274010;1000;91 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;3,5;5 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;8;7 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;10;81 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;15;18 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;25;1 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;30;226 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;50;10 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;60;25 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;100;24 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;150;1.001 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;300;1.368 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;500;204 
BUENOS AIRES;Florencio Varela;Villa Santa Rosa;6274010;1000;216 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;3,5;3 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;8;4 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;10;42 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;15;5 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;30;356 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;50;1.568 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;60;38 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;75;2 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;100;1.477 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;150;1.180 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;300;2.173 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;500;273 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;600;113 
BUENOS AIRES;Florencio Varela;Villa Vatteone;6274010;1000;232 
BUENOS AIRES;Florentino Ameghino;Blaquier;6277010;0,512;1 
BUENOS AIRES;Florentino Ameghino;Blaquier;6277010;3;5 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;1;3 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;2;75 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;4;110 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;6;7 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;8;140 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;10;28 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;15;2 
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino;6277020;20;4 
BUENOS AIRES;Florentino Ameghino;Porvenir;6277030;3;2 
BUENOS AIRES;General Alvarado;Centinela Del Mar;6280005;8;1 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;0,5;1 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;1;209 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;2;338 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;3;76 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;5;307 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;6;22 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;10;7 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;12;1 
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi;6280010;15;2 
BUENOS AIRES;General Alvarado;Mar del Sur;6280020;1;7 
BUENOS AIRES;General Alvarado;Mar del Sur;6280020;2;30 
BUENOS AIRES;General Alvarado;Mar del Sur;6280020;3;28 
BUENOS AIRES;General Alvarado;Mar del Sur;6280020;4;21 
BUENOS AIRES;General Alvarado;Mar del Sur;6280020;5;42 
BUENOS AIRES;General Alvarado;Mar del Sur;6280020;6;14 
BUENOS AIRES;General Alvarado;Mechongué;6280030;0;256 
BUENOS AIRES;General Alvarado;Mechongué;6280030;3;3 
BUENOS AIRES;General Alvarado;Miramar;6280040;0,5;1 
BUENOS AIRES;General Alvarado;Miramar;6280040;0,75;70 
BUENOS AIRES;General Alvarado;Miramar;6280040;1;68 
BUENOS AIRES;General Alvarado;Miramar;6280040;2;181 
BUENOS AIRES;General Alvarado;Miramar;6280040;3;93 
BUENOS AIRES;General Alvarado;Miramar;6280040;3,5;1.064 
BUENOS AIRES;General Alvarado;Miramar;6280040;4;78 
BUENOS AIRES;General Alvarado;Miramar;6280040;5;34 
BUENOS AIRES;General Alvarado;Miramar;6280040;6;213 
BUENOS AIRES;General Alvarado;Miramar;6280040;7;2 
BUENOS AIRES;General Alvarado;Miramar;6280040;8;2.059 
BUENOS AIRES;General Alvarado;Miramar;6280040;10;206 
BUENOS AIRES;General Alvarado;Miramar;6280040;15;1.843 
BUENOS AIRES;General Alvarado;Miramar;6280040;20;973 
BUENOS AIRES;General Alvarado;Miramar;6280040;25;3 
BUENOS AIRES;General Alvarado;Miramar;6280040;30;9 
BUENOS AIRES;General Alvarado;Miramar;6280040;50;1.453 
BUENOS AIRES;General Alvarado;Miramar;6280040;100;2.450 
BUENOS AIRES;General Alvarado;Miramar;6280040;300;354 
BUENOS AIRES;General Alvarado;Miramar;6280040;500;15 
BUENOS AIRES;General Alvarado;Miramar;6280040;1000;14 
BUENOS AIRES;General Alvear;General Alvear;6287010;10;41 
BUENOS AIRES;General Alvear;General Alvear;6287010;20;40 
BUENOS AIRES;General Arenales;Arribeños;6294010;0;1 
BUENOS AIRES;General Arenales;Arribeños;6294010;1;12 
BUENOS AIRES;General Arenales;Arribeños;6294010;2;107 
BUENOS AIRES;General Arenales;Arribeños;6294010;3;404 
BUENOS AIRES;General Arenales;Arribeños;6294010;4;215 
BUENOS AIRES;General Arenales;Arribeños;6294010;5;1 
BUENOS AIRES;General Arenales;Arribeños;6294010;6;157 
BUENOS AIRES;General Arenales;Arribeños;6294010;10;259 
BUENOS AIRES;General Arenales;Arribeños;6294010;15;1 
BUENOS AIRES;General Arenales;Arribeños;6294010;20;32 
BUENOS AIRES;General Arenales;Arribeños;6294010;50;12 
BUENOS AIRES;General Arenales;Ascensión;6294020;3;395 
BUENOS AIRES;General Arenales;Ascensión;6294020;6;140 
BUENOS AIRES;General Arenales;Ascensión;6294020;8;1.450 
BUENOS AIRES;General Arenales;Ferré;6294040;1;43 
BUENOS AIRES;General Arenales;Ferré;6294040;3;152 
BUENOS AIRES;General Arenales;Ferré;6294040;4;280 
BUENOS AIRES;General Arenales;Ferré;6294040;5;187 
BUENOS AIRES;General Arenales;Ferré;6294040;6;58 
BUENOS AIRES;General Arenales;Ferré;6294040;7;68 
BUENOS AIRES;General Arenales;Ferré;6294040;10;76 
BUENOS AIRES;General Arenales;Ferré;6294040;15;18 
BUENOS AIRES;General Arenales;Ferré;6294040;20;30 
BUENOS AIRES;General Arenales;Ferré;6294040;25;5 
BUENOS AIRES;General Arenales;Ferré;6294040;30;1 
BUENOS AIRES;General Arenales;Ferré;6294040;50;3 
BUENOS AIRES;General Arenales;Ferré;6294040;100;5 
BUENOS AIRES;General Arenales;General Arenales;6294050;3;863 
BUENOS AIRES;General Arenales;General Arenales;6294050;4;248 
BUENOS AIRES;General Arenales;General Arenales;6294050;6;115 
BUENOS AIRES;General Arenales;General Arenales;6294050;9;215 
BUENOS AIRES;General Arenales;General Arenales;6294050;10;11 
BUENOS AIRES;General Arenales;General Arenales;6294050;18;164 
BUENOS AIRES;General Arenales;General Arenales;6294050;20;4 
BUENOS AIRES;General Arenales;General Arenales;6294050;25;41 
BUENOS AIRES;General Arenales;General Arenales;6294050;50;6 
BUENOS AIRES;General Arenales;General Arenales;6294050;100;4 
BUENOS AIRES;General Arenales;La Angelita;6294060;2;73 
BUENOS AIRES;General Arenales;La Angelita;6294060;8;28 
BUENOS AIRES;General Arenales;La Trinidad;6294070;3;15 
BUENOS AIRES;General Arenales;La Trinidad;6294070;4;71 
BUENOS AIRES;General Arenales;La Trinidad;6294070;5;1 
BUENOS AIRES;General Arenales;La Trinidad;6294070;6;40 
BUENOS AIRES;General Arenales;La Trinidad;6294070;15;3 
BUENOS AIRES;General Arenales;La Trinidad;6294070;100;1 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;0;1.917 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;0,5;1 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;0,75;7 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;2;17 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;3;34 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;3,5;111 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;6;460 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;8;363 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;10;71 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;12;155 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;13;5 
BUENOS AIRES;General Belgrano;General Belgrano;6301010;15;299 
