Provincia,Partido,Localidad,link Indec,Velocidad (Mbps),Accesos
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,100.0,119
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,150.0,322
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,300.0,352
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,500.0,34
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,600.0,22
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,1000.0,91
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,3.5,5
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,8.0,7
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,10.0,81
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,15.0,18
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,25.0,1
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,30.0,226
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,50.0,10
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,60.0,25
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,100.0,24
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,150.0,1
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,300.0,1
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,500.0,204
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,1000.0,216
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,3.5,3
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,8.0,4
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,10.0,42
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,15.0,5
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,30.0,356
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,50.0,1
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,60.0,38
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,75.0,2
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,100.0,1
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,150.0,1
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,300.0,2
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,500.0,273
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,600.0,113
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,1000.0,232
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,0.512,1
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,3.0,5
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,1.0,3
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,2.0,75
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,4.0,110
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,6.0,7
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,8.0,140
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,10.0,28
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,15.0,2
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,20.0,4
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030,3.0,2
BUENOS AIRES,General Alvarado,Centinela Del Mar,6280005,8.0,1
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,0.5,1
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,1.0,209
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,2.0,338
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,3.0,76
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,5.0,307
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,6.0,22
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,10.0,7
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,12.0,1
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,15.0,2
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,1.0,7
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,2.0,30
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,3.0,28
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,4.0,21
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,5.0,42
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,6.0,14
BUENOS AIRES,General Alvarado,Mechongué,6280030,0.0,256
BUENOS AIRES,General Alvarado,Mechongué,6280030,3.0,3
BUENOS AIRES,General Alvarado,Miramar,6280040,0.5,1
BUENOS AIRES,General Alvarado,Miramar,6280040,0.75,70
BUENOS AIRES,General Alvarado,Miramar,6280040,1.0,68
BUENOS AIRES,General Alvarado,Miramar,6280040,2.0,181
BUENOS AIRES,General Alvarado,Miramar,6280040,3.0,93
BUENOS AIRES,General Alvarado,Miramar,6280040,3.5,1
BUENOS AIRES,General Alvarado,Miramar,6280040,4.0,78
BUENOS AIRES,General Alvarado,Miramar,6280040,5.0,34
BUENOS AIRES,General Alvarado,Miramar,6280040,6.0,213
BUENOS AIRES,General Alvarado,Miramar,6280040,7.0,2
BUENOS AIRES,General Alvarado,Miramar,6280040,8.0,2
BUENOS AIRES,General Alvarado,Miramar,6280040,10.0,206
BUENOS AIRES,General Alvarado,Miramar,6280040,15.0,1
BUENOS AIRES,General Alvarado,Miramar,6280040,20.0,973
BUENOS AIRES,General Alvarado,Miramar,6280040,25.0,3
BUENOS AIRES,General Alvarado,Miramar,6280040,30.0,9
BUENOS AIRES,General Alvarado,Miramar,6280040,50.0,1
BUENOS AIRES,General Alvarado,Miramar,6280040,100.0,2
BUENOS AIRES,General Alvarado,Miramar,6280040,300.0,354
BUENOS AIRES,General Alvarado,Miramar,6280040,500.0,15
BUENOS AIRES,General Alvarado,Miramar,6280040,1000.0,14
BUENOS AIRES,General Alvear,General Alvear,6287010,10.0,41
BUENOS AIRES,General Alvear,General Alvear,6287010,20.0,40
BUENOS AIRES,General Arenales,Arribeños,6294010,0.0,1
BUENOS AIRES,General Arenales,Arribeños,6294010,1.0,12
BUENOS AIRES,General Arenales,Arribeños,6294010,2.0,107
BUENOS AIRES,General Arenales,Arribeños,6294010,3.0,404
BUENOS AIRES,General Arenales,Arribeños,6294010,4.0,215
BUENOS AIRES,General Arenales,Arribeños,6294010,5.0,1
BUENOS AIRES,General Arenales,Arribeños,6294010,6.0,157
BUENOS AIRES,General Arenales,Arribeños,6294010,10.0,259
BUENOS AIRES,General Arenales,Arribeños,6294010,15.0,1
BUENOS AIRES,General Arenales,Arribeños,6294010,20.0,32
BUENOS AIRES,General Arenales,Arribeños,6294010,50.0,12
BUENOS AIRES,General Arenales,Ascensión,6294020,3.0,395
BUENOS AIRES,General Arenales,Ascensión,6294020,6.0,140
BUENOS AIRES,General Arenales,Ascensión,6294020,8.0,1
BUENOS AIRES,General Arenales,Ferré,6294040,1.0,43
BUENOS AIRES,General Arenales,Ferré,6294040,3.0,152
BUENOS AIRES,General Arenales,Ferré,6294040,4.0,280
BUENOS AIRES,General Arenales,Ferré,6294040,5.0,187
BUENOS AIRES,General Arenales,Ferré,6294040,6.0,58
BUENOS AIRES,General Arenales,Ferré,6294040,7.0,68
BUENOS AIRES,General Arenales,Ferré,6294040,10.0,76
BUENOS AIRES,General Arenales,Ferré,6294040,15.0,18
BUENOS AIRES,General Arenales,Ferré,6294040,20.0,30
BUENOS AIRES,General Arenales,Ferré,6294040,25.0,5
BUENOS AIRES,General Arenales,Ferré,6294040,30.0,1
BUENOS AIRES,General Arenales,Ferré,6294040,50.0,3
BUENOS AIRES,General Arenales,Ferré,6294040,100.0,5
BUENOS AIRES,General Arenales,General Arenales,6294050,3.0,863
BUENOS AIRES,General Arenales,General Arenales,6294050,4.0,248
BUENOS AIRES,General Arenales,General Arenales,6294050,6.0,115
BUENOS AIRES,General Arenales,General Arenales,6294050,9.0,215
BUENOS AIRES,General Arenales,General Arenales,6294050,10.0,11
BUENOS AIRES,General Arenales,General Arenales,6294050,18.0,164
BUENOS AIRES,General Arenales,General Arenales,6294050,20.0,4
BUENOS AIRES,General Arenales,General Arenales,6294050,25.0,41
BUENOS AIRES,General Arenales,General Arenales,6294050,50.0,6
BUENOS AIRES,General Arenales,General Arenales,6294050,100.0,4
BUENOS AIRES,General Arenales,La Angelita,6294060,2.0,73
BUENOS AIRES,General Arenales,La Angelita,6294060,8.0,28
BUENOS AIRES,General Arenales,La Trinidad,6294070,3.0,15
BUENOS AIRES,General Arenales,La Trinidad,6294070,4.0,71
BUENOS AIRES,General Arenales,La Trinidad,6294070,5.0,1
BUENOS AIRES,General Arenales,La Trinidad,6294070,6.0,40
BUENOS AIRES,General Arenales,La Trinidad,6294070,15.0,3
BUENOS AIRES,General Arenales,La Trinidad,6294070,100.0,1
BUENOS AIRES,General Belgrano,General Belgrano,6301010,0.0,1
BUENOS AIRES,General Belgrano,General Belgrano,6301010,0.5,1
BUENOS AIRES,General Belgrano,General Belgrano,6301010,0.75,7
BUENOS AIRES,General Belgrano,General Belgrano,6301010,2.0,17
BUENOS AIRES,General Belgrano,General Belgrano,6301010,3.0,34
BUENOS AIRES,General Belgrano,General Belgrano,6301010,3.5,111
BUENOS AIRES,General Belgrano,General Belgrano,6301010,6.0,460
BUENOS AIRES,General Belgrano,General Belgrano,6301010,8.0,363
BUENOS AIRES,General Belgrano,General Belgrano,6301010,10.0,71
BUENOS AIRES,General Belgrano,General Belgrano,6301010,12.0,155
BUENOS AIRES,General Belgrano,General Belgrano,6301010,13.0,5
BUENOS AIRES,General Belgrano,General Belgrano,6301010,15.0,299
BUENOS AIRES,General Belgrano,General Belgrano,6301010,20.0,16
BUENOS AIRES,General Belgrano,General Belgrano,6301010,23.0,1
BUENOS AIRES,General Belgrano,General Belgrano,6301010,30.0,8
BUENOS AIRES,General Belgrano,Gorchs,6301020,0.512,1
BUENOS AIRES,General Belgrano,Gorchs,6301020,4.0,5
BUENOS AIRES,General Belgrano,Gorchs,6301020,6.0,15
BUENOS AIRES,General Belgrano,Gorchs,6301020,8.0,12
BUENOS AIRES,General Belgrano,Gorchs,6301020,12.0,9
BUENOS AIRES,General Belgrano,Gorchs,6301020,15.0,2
BUENOS AIRES,General Belgrano,Gorchs,6301020,30.0,1
BUENOS AIRES,General Guido,General Guido,6308010,1.0,66
BUENOS AIRES,General Guido,General Guido,6308010,5.0,5
BUENOS AIRES,General Guido,General Guido,6308010,8.0,162
BUENOS AIRES,General Guido,General Guido,6308010,15.0,88
BUENOS AIRES,General Guido,General Guido,6308010,25.0,103
BUENOS AIRES,General Guido,General Guido,6308010,35.0,106
BUENOS AIRES,General Guido,Labarden,6308020,1.0,45
BUENOS AIRES,General Guido,Labarden,6308020,3.0,27
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,0.75,6
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,2.0,1
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,3.5,140
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,4.0,1
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,6.0,3
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,8.0,161
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,10.0,165
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,15.0,145
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,20.0,1
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,30.0,269
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,50.0,983
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,100.0,304
BUENOS AIRES,General La Madrid,General La Madrid,6322010,0.75,100
BUENOS AIRES,General La Madrid,General La Madrid,6322010,3.5,1
BUENOS AIRES,General La Madrid,General La Madrid,6322010,8.0,782
BUENOS AIRES,General La Madrid,General La Madrid,6322010,10.0,110
BUENOS AIRES,General La Madrid,General La Madrid,6322010,15.0,1
BUENOS AIRES,General La Madrid,General La Madrid,6322010,30.0,47
BUENOS AIRES,General La Madrid,General La Madrid,6322010,31.0,381
BUENOS AIRES,General La Madrid,General La Madrid,6322010,61.0,19
BUENOS AIRES,General La Madrid,General La Madrid,6322010,100.0,3
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,9.0,14
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,16.0,2
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,0.0,2
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,0.5,1
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,0.75,6
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,1.0,1
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,3.5,121
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,8.0,61
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,10.0,1
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,15.0,84
BUENOS AIRES,General Las Heras,Lozano,6329020,0.5,1
BUENOS AIRES,General Las Heras,Villars,6329060,0.0,1
BUENOS AIRES,General Las Heras,Villars,6329060,8.0,2
BUENOS AIRES,General Las Heras,Villars,6329060,24.0,1
BUENOS AIRES,General Las Heras,Villars,6329060,40.0,26
BUENOS AIRES,General Las Heras,Villars,6329060,48.0,2
BUENOS AIRES,General Las Heras,Villars,6329060,80.0,195
BUENOS AIRES,General Las Heras,Villars,6329060,160.0,23
BUENOS AIRES,General Las Heras,Villars,6329060,240.0,18
BUENOS AIRES,General Las Heras,Villars,6329060,320.0,3
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,4.0,1
BUENOS AIRES,General Lavalle,General Lavalle,6336020,0.0,68
BUENOS AIRES,General Lavalle,General Lavalle,6336020,0.512,1
BUENOS AIRES,General Lavalle,General Lavalle,6336020,4.0,156
BUENOS AIRES,General Lavalle,General Lavalle,6336020,6.0,203
BUENOS AIRES,General Lavalle,General Lavalle,6336020,100.0,4
BUENOS AIRES,General Lavalle,OTROS,Sin Datos,30.0,1
BUENOS AIRES,General Lavalle,Pavón,6336030,4.0,3
BUENOS AIRES,General Lavalle,Pavón,6336030,60.0,192
BUENOS AIRES,General Lavalle,Pavón,6336030,120.0,29
BUENOS AIRES,General Lavalle,Pavón,6336030,240.0,2
BUENOS AIRES,General Paz,Loma Verde,6343020,2.0,72
BUENOS AIRES,General Paz,Loma Verde,6343020,3.0,30
BUENOS AIRES,General Paz,Loma Verde,6343020,7.0,103
BUENOS AIRES,General Paz,Ranchos,6343030,0.0,11
BUENOS AIRES,General Paz,Ranchos,6343030,2.0,465
BUENOS AIRES,General Paz,Ranchos,6343030,3.0,467
BUENOS AIRES,General Paz,Ranchos,6343030,3.5,24
BUENOS AIRES,General Paz,Ranchos,6343030,7.0,810
BUENOS AIRES,General Paz,Ranchos,6343030,8.0,75
BUENOS AIRES,General Paz,Ranchos,6343030,10.0,51
BUENOS AIRES,General Paz,Ranchos,6343030,13.0,4
BUENOS AIRES,General Paz,Ranchos,6343030,15.0,1
BUENOS AIRES,General Paz,Ranchos,6343030,20.0,173
BUENOS AIRES,General Paz,Ranchos,6343030,30.0,304
BUENOS AIRES,General Paz,Ranchos,6343030,50.0,30
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,2.0,44
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,3.0,36
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,6.0,9
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,7.0,52
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,8.0,16
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,12.0,7
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,15.0,1
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,30.0,1
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,0.0,1
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,1.0,45
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,2.0,63
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,3.0,53
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,4.0,2
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,5.0,13
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,10.0,85
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,15.0,2
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,20.0,6
BUENOS AIRES,General Pinto,General Pinto,6351020,0.5,1
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),6351030,3.0,1
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,0.5,2
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,5.0,332
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,6.0,27
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,8.0,5
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,10.0,20
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,15.0,3
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,5.0,4
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,6.0,51
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,10.0,11
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,12.0,16
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,15.0,11
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,25.0,4
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,30.0,2
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,6.0,42
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,8.0,5
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,10.0,36
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,15.0,7
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,25.0,4
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,6.0,60
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,10.0,9
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,12.0,21
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,15.0,11
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,20.0,6
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,25.0,2
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,30.0,3
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,6.0,205
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,10.0,35
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,12.0,95
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,15.0,10
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,25.0,5
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,5.0,2
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,6.0,61
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,8.0,7
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,10.0,58
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,15.0,72
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,20.0,19
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,30.0,2
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,50.0,3
BUENOS AIRES,General Pueyrredón,Batán,6357070,0.5,1
BUENOS AIRES,General Pueyrredón,Batán,6357070,6.0,1
BUENOS AIRES,General Pueyrredón,Batán,6357070,8.0,130
BUENOS AIRES,General Pueyrredón,Batán,6357070,10.0,431
BUENOS AIRES,General Pueyrredón,Batán,6357070,12.0,12
BUENOS AIRES,General Pueyrredón,Batán,6357070,15.0,36
BUENOS AIRES,General Pueyrredón,Batán,6357070,20.0,7
BUENOS AIRES,General Pueyrredón,Batán,6357070,25.0,13
BUENOS AIRES,General Pueyrredón,Batán,6357070,50.0,579
BUENOS AIRES,General Pueyrredón,Batán,6357070,100.0,860
BUENOS AIRES,General Pueyrredón,Camet,6357090,4.0,165
BUENOS AIRES,General Pueyrredón,Camet,6357090,6.0,394
BUENOS AIRES,General Pueyrredón,Camet,6357090,10.0,296
BUENOS AIRES,General Pueyrredón,Camet,6357090,12.0,1
BUENOS AIRES,General Pueyrredón,Camet,6357090,15.0,14
BUENOS AIRES,General Pueyrredón,Camet,6357090,25.0,686
BUENOS AIRES,General Pueyrredón,Camet,6357090,50.0,710
BUENOS AIRES,General Pueyrredón,Camet,6357090,100.0,425
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,0.512,1
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,3.0,30
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,3.5,19
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,5.0,1
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,6.0,196
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,8.0,11
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,10.0,68
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,12.0,40
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,15.0,106
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,25.0,3
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,30.0,1
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,3.0,8
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,5.0,4
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,6.0,284
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,8.0,18
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,10.0,154
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,12.0,2
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,15.0,13
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,25.0,9
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,50.0,35
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,100.0,28
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,0.0,142
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,0.5,34
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,0.512,4
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,0.75,367
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,1.0,259
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,2.0,20
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,3.0,40
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,3.5,3
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,5.0,22
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,6.0,1
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,8.0,3
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,10.0,544
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,12.0,156
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,15.0,8
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,20.0,1
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,25.0,97
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,30.0,45
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,50.0,67
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,70.0,29
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,100.0,84
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,160.0,4
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,300.0,51
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,500.0,5
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,600.0,2
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,1000.0,1
BUENOS AIRES,General Pueyrredón,Otros,Sin Datos,10.0,22
BUENOS AIRES,General Pueyrredón,Otros,Sin Datos,15.0,78
BUENOS AIRES,General Pueyrredón,Otros,Sin Datos,20.0,42
BUENOS AIRES,General Pueyrredón,Otros,Sin Datos,30.0,7
BUENOS AIRES,General Pueyrredón,Otros,Sin Datos,50.0,2
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,0.75,3
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,3.0,1
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,3.5,128
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,6.0,135
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,8.0,148
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,10.0,58
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,12.0,40
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,15.0,751
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,20.0,475
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,25.0,6
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,30.0,20
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,50.0,3
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,5.0,2
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,0.0,1
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,0.5,2
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,0.512,1
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,0.75,46
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1.0,2
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,3.0,3
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,3.5,680
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,5.0,12
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,6.0,1
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,7.0,183
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,8.0,300
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,10.0,72
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,15.0,270
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,20.0,6
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,30.0,7
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,50.0,552
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,60.0,310
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,75.0,3
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,100.0,3
